12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,50,50,12,26,26,26,26,26,12,53,53,53,52,50,50,50,50,50,50,12,50,51,50,50,50,50,50,50,12
12,51,50,12,26,28,26,28,26,12,50,52,52,52,50,50,50,12,50,50,12,50,51,50,12,50,50,50,50,12
12,51,50,12,26,26,26,26,26,12,52,52,50,50,50,12,50,12,50,50,12,51,51,50,12,12,12,50,12,12
12,51,51,12,12,2,12,12,12,12,12,12,12,50,12,12,50,12,12,12,12,51,50,50,12,50,50,50,50,12
12,50,51,50,50,50,50,50,51,50,50,50,12,12,12,50,53,50,50,12,51,51,50,50,12,12,12,50,12,12
12,51,50,50,50,50,51,51,51,50,50,50,50,50,50,50,50,50,50,12,51,50,50,50,12,50,50,50,50,12
12,51,12,12,12,51,51,12,12,12,12,12,12,51,12,12,12,12,12,12,12,50,12,12,12,12,12,50,12,12
12,50,12,50,50,51,50,50,12,20,21,22,51,53,51,12,50,50,12,50,50,50,50,50,12,50,50,50,50,12
12,50,12,50,51,51,50,50,12,30,31,32,51,51,53,51,50,50,50,50,50,50,50,50,12,12,12,50,12,12
12,50,12,50,50,50,50,51,12,40,50,42,50,50,50,12,51,12,12,12,12,12,12,12,12,50,50,50,50,12
12,50,12,12,12,12,12,12,12,50,50,50,50,50,50,12,51,51,50,12,20,21,21,21,22,50,61,50,50,12
12,50,12,50,50,50,12,50,50,50,50,50,50,50,50,12,50,51,51,12,30,56,56,56,32,50,50,50,50,12
12,50,12,12,12,50,12,50,12,12,12,12,12,12,12,12,50,50,50,12,30,56,23,56,32,12,12,12,50,12
12,51,50,50,12,50,12,51,51,50,12,50,50,50,50,12,50,12,12,12,30,13,32,56,32,50,50,50,50,12
12,51,51,50,12,50,12,50,51,50,12,50,50,50,50,12,50,50,50,12,40,44,42,56,32,50,50,50,50,12
12,50,50,50,12,50,50,50,50,51,12,12,12,50,50,12,50,50,50,12,56,56,56,56,32,50,50,50,50,12
12,50,50,60,10,50,50,10,10,51,51,50,12,50,50,12,50,50,50,12,56,56,56,51,32,50,50,50,50,12
11,10,10,10,10,50,50,50,10,50,50,50,50,50,11,12,12,12,12,12,56,56,50,50,33,12,12,12,12,12
12,50,50,69,10,50,10,10,10,35,36,50,50,50,10,50,50,50,50,10,56,50,51,50,50,50,50,50,50,12
12,50,50,50,10,50,50,50,10,45,46,50,50,50,10,50,50,50,50,10,50,50,51,50,50,50,50,50,50,12
12,50,10,50,10,50,50,50,10,10,10,10,10,10,10,50,50,50,50,10,50,50,50,50,50,50,50,50,50,53
12,50,10,50,50,50,50,50,10,10,50,50,50,12,50,50,11,50,51,11,50,50,50,50,50,50,50,50,51,53
12,55,10,10,10,10,10,10,10,50,50,50,50,12,50,50,12,50,50,50,50,50,50,63,50,50,50,51,51,51
12,55,55,50,50,50,50,50,10,50,50,50,50,12,50,50,50,50,50,50,50,50,50,50,50,50,53,51,50,51
12,70,55,50,50,50,50,50,11,50,50,50,50,12,50,50,50,50,50,12,50,50,50,51,50,63,52,53,51,53
12,70,70,55,55,50,50,50,50,50,50,50,52,50,52,50,50,50,50,12,52,50,53,51,52,53,53,52,53,12
12,50,70,70,55,55,50,50,50,50,50,52,52,50,50,50,50,50,50,12,50,50,51,53,53,50,53,58,53,52
12,73,50,70,70,55,55,55,50,50,50,50,50,50,52,52,52,52,52,12,50,50,53,68,53,60,53,52,52,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,53,53,53,12,12,53,68,53,58,53,12,12
